date,location,icu_patients_per_million,new_deaths,new_vaccinations_smoothed_per_million
1/3/22,Argentina,25.479,41,7685
1/4/22,Argentina,26.707,49,6494
1/5/22,Argentina,30.61,52,6706
1/6/22,Argentina,34.469,40,6918
1/7/22,Argentina,36.837,42,7893
1/8/22,Argentina,40.609,37,9055
1/9/22,Argentina,41.683,27,9278
1/10/22,Argentina,43.13,51,9113
1/11/22,Argentina,45.696,52,9105
1/12/22,Argentina,48.371,75,9028
1/13/22,Argentina,52.756,138,8889
1/14/22,Argentina,49.73,93,9084
1/15/22,Argentina,43.087,88,8609
1/16/22,Argentina,44.643,51,8511
1/17/22,Argentina,46.025,191,7871
1/18/22,Argentina,51.09,189,7075
1/19/22,Argentina,50.651,208,6982
1/20/22,Argentina,54.16,181,8298
1/21/22,Argentina,55.059,160,8106
1/22/22,Argentina,56.089,134,8026
1/23/22,Argentina,56.177,65,7934
1/24/22,Argentina,56.835,276,8478
1/25/22,Argentina,57.887,259,9022
1/26/22,Argentina,60.409,316,8211
1/27/22,Argentina,62.185,333,6053
1/28/22,Argentina,64.575,305,5986
1/29/22,Argentina,64.115,179,6473
1/30/22,Argentina,63.851,152,7020
1/31/22,Argentina,63.786,285,6921
2/1/22,Argentina,62.799,240,6832
2/2/22,Argentina,60.562,321,7305
2/3/22,Argentina,60.299,318,7671
2/4/22,Argentina,59.028,287,7392
2/5/22,Argentina,57.668,145,6636
2/6/22,Argentina,56.944,100,5814
2/7/22,Argentina,55.629,259,4841
2/8/22,Argentina,54.664,284,4707
2/9/22,Argentina,53.239,217,4609
2/10/22,Argentina,50.893,263,4843
2/11/22,Argentina,46.2,152,4986
2/12/22,Argentina,45.74,128,5408
2/13/22,Argentina,44.424,94,5740
2/14/22,Argentina,43.876,268,5863
2/15/22,Argentina,41.311,236,5567
2/16/22,Argentina,40.828,180,5331
2/17/22,Argentina,39.227,159,4859
2/18/22,Argentina,36.07,138,5292
2/19/22,Argentina,35.631,123,4803
2/20/22,Argentina,34.469,93,4408
2/21/22,Argentina,33.811,173,4220
2/22/22,Argentina,32.32,167,4158
2/23/22,Argentina,31.838,157,4153
2/22/21,Australia,0,0,107
2/23/21,Australia,0,0,134
2/24/21,Australia,0,0,215
2/25/21,Australia,0,0,228
2/26/21,Australia,0.039,0,233
2/27/21,Australia,0,0,206
2/28/21,Australia,0.039,0,192
3/1/21,Australia,0.039,0,217
3/2/21,Australia,0.039,0,245
3/3/21,Australia,0.039,0,246
3/4/21,Australia,0.039,0,268
3/5/21,Australia,0.039,0,260
3/6/21,Australia,0.039,0,274
3/7/21,Australia,0.039,0,287
3/8/21,Australia,0.039,0,294
3/9/21,Australia,0.039,0,317
3/10/21,Australia,0,0,355
3/11/21,Australia,0,0,350
3/12/21,Australia,0,0,456
3/13/21,Australia,0,0,450
3/14/21,Australia,0,0,434
3/15/21,Australia,0,0,485
3/16/21,Australia,0.039,0,528
3/17/21,Australia,0,0,560
3/18/21,Australia,0.039,0,585
3/19/21,Australia,0.116,0,524
3/20/21,Australia,0.078,0,522
3/21/21,Australia,0.039,0,649
3/22/21,Australia,0.039,0,721
3/23/21,Australia,0.039,0,858
3/24/21,Australia,0.039,0,1010
3/25/21,Australia,0.039,0,1215
3/26/21,Australia,0.078,0,1400
3/27/21,Australia,0.078,0,1481
3/28/21,Australia,0.078,0,1439
3/29/21,Australia,0.078,0,1579
3/30/21,Australia,0.039,0,1728
3/31/21,Australia,0.039,0,1861
4/1/21,Australia,0.039,0,2013
4/2/21,Australia,0.078,0,1782
4/3/21,Australia,0.116,0,1767
4/4/21,Australia,0.116,0,1676
4/5/21,Australia,0.078,0,1426
4/6/21,Australia,0.078,0,1385
4/7/21,Australia,0.078,0,1395
4/8/21,Australia,0.078,0,1406
4/9/21,Australia,0.039,0,1722
4/10/21,Australia,0.039,0,1791
4/11/21,Australia,0.039,0,1850
4/12/21,Australia,0.078,1,2103
4/13/21,Australia,0.078,0,2079
4/14/21,Australia,0.078,0,2011
4/15/21,Australia,0.078,0,1900
4/16/21,Australia,0.078,0,1860
4/17/21,Australia,0.116,0,1830
4/18/21,Australia,0.116,0,2262
4/19/21,Australia,0.116,0,2319
4/20/21,Australia,0.039,0,2340
4/21/21,Australia,0.039,0,2362
4/22/21,Australia,0.039,0,2410
4/23/21,Australia,0.039,0,2435
4/24/21,Australia,0.039,0,2422
4/25/21,Australia,0.039,0,1944
4/26/21,Australia,0.039,0,1751
4/27/21,Australia,0.078,0,1725
4/28/21,Australia,0.078,0,1809
4/29/21,Australia,0.078,0,1795
4/30/21,Australia,0.078,0,1777
5/1/21,Australia,0.078,0,1773
5/2/21,Australia,0.039,0,1790
5/3/21,Australia,0.039,0,1926
5/4/21,Australia,0.039,0,2032
5/5/21,Australia,0.039,0,2001
5/6/21,Australia,0.039,0,2077
5/7/21,Australia,0.039,0,2176
5/8/21,Australia,0.078,0,2217
5/9/21,Australia,0.078,0,2230
5/10/21,Australia,0.078,0,2322
5/11/21,Australia,0.116,0,2305
5/12/21,Australia,0.116,0,2334
5/13/21,Australia,0.116,0,2360
5/14/21,Australia,0.116,0,2377
5/15/21,Australia,0.116,0,2409
5/16/21,Australia,0.116,0,2420
5/17/21,Australia,0.116,0,2477
5/18/21,Australia,0.039,0,2584
5/19/21,Australia,0.039,0,2642
5/20/21,Australia,0.039,0,2727
5/21/21,Australia,0.039,0,2606
5/22/21,Australia,0.039,0,2729
5/23/21,Australia,0.039,0,2969
5/24/21,Australia,0.039,0,2810
5/25/21,Australia,0.039,0,2861
5/26/21,Australia,0.078,0,2963
5/27/21,Australia,0.078,0,3095
5/28/21,Australia,0.039,0,3467
5/29/21,Australia,0.039,0,3496
5/30/21,Australia,0.039,0,3365
5/31/21,Australia,0.039,0,3723
6/1/21,Australia,0.039,0,3912
6/2/21,Australia,0,0,4077
6/3/21,Australia,0,0,4181
6/4/21,Australia,0,0,4290
6/5/21,Australia,0,0,4451
6/6/21,Australia,0,0,4613
6/7/21,Australia,0,0,4660
6/8/21,Australia,0,0,4672
6/9/21,Australia,0,0,4681
6/10/21,Australia,0,0,4734
6/11/21,Australia,0,0,4370
6/12/21,Australia,0,0,4296
6/13/21,Australia,0.039,0,4381
6/14/21,Australia,0.039,0,4029
6/15/21,Australia,0.039,0,4091
6/16/21,Australia,0.039,0,4053
6/17/21,Australia,0.039,0,3987
6/18/21,Australia,0.039,0,4293
6/19/21,Australia,0.039,0,4233
6/20/21,Australia,0.039,0,4008
6/21/21,Australia,0.039,0,4366
6/22/21,Australia,0,0,4304
6/23/21,Australia,0,0,4320
6/24/21,Australia,0.039,0,4304
6/25/21,Australia,0.039,0,4244
6/26/21,Australia,0.039,0,4267
6/27/21,Australia,0.078,0,4343
6/28/21,Australia,0.039,0,4328
6/29/21,Australia,0.039,0,4350
6/30/21,Australia,0.116,0,4118
7/1/21,Australia,0.155,0,4378
7/2/21,Australia,0.233,0,4571
7/3/21,Australia,0.271,0,4705
7/4/21,Australia,0.271,0,4716
7/5/21,Australia,0.349,0,4766
7/6/21,Australia,0.31,0,4847
7/7/21,Australia,0.504,0,5139
7/8/21,Australia,0.465,0,4980
7/9/21,Australia,0.698,0,4925
7/10/21,Australia,0.659,1,4956
7/11/21,Australia,0.776,0,4973
7/12/21,Australia,0.892,1,5035
7/13/21,Australia,0.853,0,5087
7/14/21,Australia,0.853,0,5200
7/15/21,Australia,0.814,0,5283
7/16/21,Australia,0.776,1,5382
7/17/21,Australia,0.776,1,5404
7/18/21,Australia,1.008,0,5425
7/19/21,Australia,1.125,1,5542
7/20/21,Australia,1.008,0,5567
7/21/21,Australia,1.202,0,5705
7/22/21,Australia,1.357,1,5796
7/23/21,Australia,1.59,0,5916
7/24/21,Australia,1.784,2,6007
7/25/21,Australia,1.823,0,6075
7/26/21,Australia,1.939,4,6144
7/27/21,Australia,2.288,-1,6244
7/28/21,Australia,2.249,2,6400
7/29/21,Australia,2.404,0,6493
7/30/21,Australia,2.21,1,6639
7/31/21,Australia,2.288,0,6669
8/1/21,Australia,2.288,1,6705
8/2/21,Australia,2.249,0,6758
8/3/21,Australia,2.21,2,6912
8/4/21,Australia,2.172,5,6909
8/5/21,Australia,2.133,1,7102
8/6/21,Australia,2.365,6,7242
8/7/21,Australia,2.404,-1,7417
8/8/21,Australia,2.714,1,7480
8/9/21,Australia,2.404,4,7638
8/10/21,Australia,2.482,2,7899
8/11/21,Australia,2.521,2,8123
8/12/21,Australia,2.598,2,8288
8/13/21,Australia,2.637,4,8526
8/14/21,Australia,2.559,5,8574
8/15/21,Australia,2.676,8,8612
8/16/21,Australia,2.831,1,8951
8/17/21,Australia,3.102,3,8990
8/18/21,Australia,3.335,2,9241
8/19/21,Australia,3.374,4,9423
8/20/21,Australia,3.606,2,9594
8/21/21,Australia,4.11,3,9766
8/22/21,Australia,4.304,3,10015
8/23/21,Australia,4.615,0,10072
8/24/21,Australia,4.847,2,10254
8/25/21,Australia,5.119,3,10396
8/26/21,Australia,5.196,2,10417
8/27/21,Australia,5.468,2,10449
8/28/21,Australia,5.429,6,10585
8/29/21,Australia,6.01,4,10689
8/30/21,Australia,6.282,3,10619
8/31/21,Australia,6.786,6,10774
9/1/21,Australia,7.135,7,10751
9/2/21,Australia,6.941,13,10719
9/3/21,Australia,7.678,4,10696
9/4/21,Australia,7.755,3,10657
9/5/21,Australia,7.911,5,10503
9/6/21,Australia,8.647,8,10401
9/7/21,Australia,8.88,8,10179
9/8/21,Australia,9.151,6,10073
9/9/21,Australia,9.462,10,10171
9/10/21,Australia,10.005,8,10122
9/11/21,Australia,9.966,7,10024
9/12/21,Australia,10.198,7,10038
9/13/21,Australia,10.819,4,10493
9/14/21,Australia,10.819,14,10535
9/15/21,Australia,10.974,12,10504
9/16/21,Australia,10.819,13,10411
9/17/21,Australia,11.284,7,10603
9/18/21,Australia,11.284,14,10776
9/19/21,Australia,11.517,5,10994
9/20/21,Australia,11.866,11,10884
9/21/21,Australia,11.711,8,11047
9/22/21,Australia,11.439,10,11221
9/23/21,Australia,11.672,12,11472
9/24/21,Australia,11.556,12,11323
9/25/21,Australia,11.594,11,11280
9/26/21,Australia,11.323,14,11129
9/27/21,Australia,11.517,11,11031
9/28/21,Australia,11.478,23,11030
9/29/21,Australia,11.75,12,10872
9/30/21,Australia,11.633,20,10835
10/1/21,Australia,11.711,10,10921
10/2/21,Australia,11.594,13,10876
10/3/21,Australia,11.478,12,10839
10/4/21,Australia,11.556,11,10188
10/5/21,Australia,11.284,22,10292
10/6/21,Australia,11.866,10,10445
10/7/21,Australia,11.362,16,10392
10/8/21,Australia,11.129,16,10417
10/9/21,Australia,11.362,11,10555
10/10/21,Australia,11.478,16,10707
10/11/21,Australia,11.982,13,11411
10/12/21,Australia,11.866,17,11335
10/13/21,Australia,11.478,18,11241
10/14/21,Australia,12.06,11,11142
10/15/21,Australia,12.099,8,10968
10/16/21,Australia,11.556,17,10748
10/17/21,Australia,11.517,11,10711
10/18/21,Australia,11.168,15,10519
10/19/21,Australia,10.858,19,10181
10/20/21,Australia,10.703,13,9937
10/21/21,Australia,10.935,21,9740
10/22/21,Australia,10.819,11,9580
10/23/21,Australia,10.703,15,9558
10/24/21,Australia,10.78,11,9372
10/25/21,Australia,10.276,5,9123
10/26/21,Australia,9.345,16,8840
10/27/21,Australia,8.764,27,8526
10/28/21,Australia,8.376,12,8229
10/29/21,Australia,8.57,14,7879
10/30/21,Australia,8.182,13,7603
10/31/21,Australia,8.376,8,7391
11/1/21,Australia,7.872,13,7334
11/2/21,Australia,7.251,12,7003
11/3/21,Australia,6.98,13,6876
11/4/21,Australia,6.631,14,6715
11/5/21,Australia,6.282,10,6660
11/6/21,Australia,5.778,10,6543
11/7/21,Australia,5.429,12,6428
11/8/21,Australia,5.157,14,6058
11/9/21,Australia,4.847,17,5973
11/10/21,Australia,4.615,4,5747
11/11/21,Australia,4.498,11,5567
11/12/21,Australia,6.67,4,5362
11/13/21,Australia,6.941,5,5193
11/14/21,Australia,7.019,6,5164
11/15/21,Australia,6.437,10,5080
11/16/21,Australia,6.088,9,5009
11/17/21,Australia,6.127,15,4867
11/18/21,Australia,5.584,11,4678
11/19/21,Australia,5.545,5,4458
11/20/21,Australia,5.662,6,4356
11/21/21,Australia,5.041,4,4146
11/22/21,Australia,5.196,20,4159
11/23/21,Australia,5.545,5,4006
11/24/21,Australia,5.041,5,3880
11/25/21,Australia,5.041,7,3759
11/26/21,Australia,4.692,5,3670
11/27/21,Australia,4.886,4,3557
11/28/21,Australia,4.886,3,3609
11/29/21,Australia,4.808,9,3347
11/30/21,Australia,4.615,5,3255
12/1/21,Australia,4.576,10,3183
12/2/21,Australia,4.459,12,3144
12/3/21,Australia,4.498,9,3111
12/4/21,Australia,4.343,8,3096
12/5/21,Australia,4.576,6,3085
12/6/21,Australia,5.157,9,3038
12/7/21,Australia,4.847,7,3017
12/8/21,Australia,4.77,10,3030
12/9/21,Australia,5.041,2,3017
12/10/21,Australia,5.39,16,2951
12/11/21,Australia,5.429,4,2952
12/12/21,Australia,5.506,2,2910
12/13/21,Australia,5.468,7,3279
12/14/21,Australia,5.933,4,3685
12/15/21,Australia,5.778,9,4172
12/16/21,Australia,5.506,8,4736
12/17/21,Australia,5.739,8,5414
12/18/21,Australia,5.662,4,5723
12/19/21,Australia,5.855,0,5948
12/20/21,Australia,6.049,8,6174
12/21/21,Australia,6.049,8,6425
12/22/21,Australia,6.243,11,6603
12/23/21,Australia,6.67,9,6570
12/24/21,Australia,6.476,6,5414
12/25/21,Australia,6.631,2,4831
12/26/21,Australia,6.941,6,5277
12/27/21,Australia,7.368,6,4373
12/28/21,Australia,6.631,8,3433
12/29/21,Australia,6.476,14,3063
12/30/21,Australia,6.631,15,2883
12/31/21,Australia,7.057,14,2883
1/1/22,Australia,7.523,4,2883
1/2/22,Australia,8.415,9,3126
1/3/22,Australia,9.19,4,3200
1/4/22,Australia,9.617,20,4169
1/5/22,Australia,10.005,12,4795
1/6/22,Australia,10.664,19,5417
1/7/22,Australia,11.362,16,6886
1/8/22,Australia,11.633,29,7792
1/9/22,Australia,12.603,21,7303
1/10/22,Australia,13.262,28,8652
1/11/22,Australia,13.533,50,9285
1/12/22,Australia,13.533,57,9748
1/13/22,Australia,13.999,50,10154
1/14/22,Australia,14.891,49,10556
1/15/22,Australia,15.201,52,10705
1/16/22,Australia,15.938,19,10790
1/17/22,Australia,16.248,81,11010
1/18/22,Australia,16.442,70,10978
1/19/22,Australia,16.17,47,10901
1/20/22,Australia,16.442,88,10932
1/21/22,Australia,16.17,65,10911
1/22/22,Australia,14.891,78,10913
1/23/22,Australia,15.278,27,10945
1/24/22,Australia,15.317,82,10906
1/25/22,Australia,14.425,69,10910
1/26/22,Australia,14.813,91,9531
1/27/22,Australia,15.162,87,9266
1/28/22,Australia,15.278,155,9113
1/29/22,Australia,14.231,86,9013
1/30/22,Australia,14.386,42,8847
1/31/22,Australia,14.386,75,8507
2/1/22,Australia,13.495,70,8201
2/2/22,Australia,13.223,82,9231
2/3/22,Australia,12.137,86,8951
2/4/22,Australia,11.711,81,8621
2/5/22,Australia,11.013,46,8372
2/6/22,Australia,11.323,48,8260
2/7/22,Australia,10.509,54,8019
2/8/22,Australia,10.625,71,7762
2/9/22,Australia,10.354,49,7460
2/10/22,Australia,10.005,57,7174
2/11/22,Australia,9.966,64,6928
2/12/22,Australia,8.647,50,6820
2/13/22,Australia,8.958,11,6704
2/14/22,Australia,8.609,60,6432
2/15/22,Australia,8.647,62,6103
2/16/22,Australia,8.686,71,5783
2/17/22,Australia,8.066,36,5502
2/18/22,Australia,7.368,45,5240
2/19/22,Australia,7.135,34,5122
2/20/22,Australia,6.941,17,5077
2/21/22,Australia,6.631,37,4933
2/22/22,Australia,6.67,59,4777
2/23/22,Australia,6.088,37,4599
2/24/22,Australia,6.088,33,4449
2/25/22,Australia,5.817,36,4263
2/26/22,Australia,5.313,26,4150
1/9/21,Austria,40.805,46,1352
1/10/21,Austria,41.136,36,1352
1/11/21,Austria,41.911,24,1352
1/12/21,Austria,41.8,72,1352
1/13/21,Austria,39.146,49,1352
1/14/21,Austria,39.92,53,1352
1/15/21,Austria,37.266,66,1352
1/16/21,Austria,37.819,66,1380
1/17/21,Austria,36.271,29,1408
1/18/21,Austria,36.934,40,1437
1/19/21,Austria,36.713,77,1465
1/20/21,Austria,35.718,38,1493
1/21/21,Austria,37.598,51,1522
1/22/21,Austria,36.603,42,1550
1/23/21,Austria,35.718,59,1440
1/24/21,Austria,35.718,29,1330
1/25/21,Austria,35.497,33,1219
1/26/21,Austria,34.612,64,1109
1/27/21,Austria,33.617,49,999
1/28/21,Austria,33.617,43,889
1/29/21,Austria,32.622,51,778
1/30/21,Austria,32.843,45,889
1/31/21,Austria,32.843,18,1000
2/1/21,Austria,32.511,57,1110
2/2/21,Austria,33.175,69,1221
2/3/21,Austria,33.506,55,1331
2/4/21,Austria,32.953,34,1442
2/5/21,Austria,33.175,37,1552
2/6/21,Austria,33.175,21,1595
2/7/21,Austria,31.516,18,1639
2/8/21,Austria,31.074,20,1682
2/9/21,Austria,30.852,39,1725
2/10/21,Austria,29.304,43,1768
2/11/21,Austria,29.304,24,1811
2/12/21,Austria,29.083,32,1854
2/13/21,Austria,29.525,25,1823
2/14/21,Austria,28.198,16,1791
2/15/21,Austria,28.53,10,1760
2/16/21,Austria,29.194,39,1729
2/17/21,Austria,28.972,30,1697
2/18/21,Austria,29.194,22,1666
2/19/21,Austria,28.862,36,1634
2/20/21,Austria,28.862,20,1690
2/21/21,Austria,28.088,18,1746
2/22/21,Austria,27.867,11,1802
2/23/21,Austria,30.189,37,1858
2/24/21,Austria,28.198,36,1914
2/25/21,Austria,27.424,23,1970
2/26/21,Austria,28.751,22,2026
2/27/21,Austria,28.751,23,2120
2/28/21,Austria,31.295,23,2214
3/1/21,Austria,32.732,13,2308
3/2/21,Austria,33.285,31,2402
3/3/21,Austria,34.612,20,2495
3/4/21,Austria,33.396,27,2589
3/5/21,Austria,35.939,17,2683
3/6/21,Austria,34.944,25,2885
3/7/21,Austria,35.054,19,3087
3/8/21,Austria,36.824,19,3289
3/9/21,Austria,36.381,25,3491
3/10/21,Austria,35.829,19,3692
3/11/21,Austria,37.819,22,3894
3/12/21,Austria,38.261,33,4096
3/13/21,Austria,39.367,25,4051
3/14/21,Austria,38.925,17,4006
3/15/21,Austria,41.247,19,3960
3/16/21,Austria,43.68,33,3915
3/17/21,Austria,43.79,31,3870
3/18/21,Austria,42.906,26,3824
3/19/21,Austria,44.233,42,3779
3/20/21,Austria,43.459,28,3802
3/21/21,Austria,46.002,22,3826
3/22/21,Austria,48.214,15,3849
3/23/21,Austria,48.435,32,3872
3/24/21,Austria,49.762,30,3895
3/25/21,Austria,50.315,27,3918
3/26/21,Austria,52.084,22,3941
3/27/21,Austria,56.176,31,3886
3/28/21,Austria,57.281,25,3832
3/29/21,Austria,59.382,19,3777
3/30/21,Austria,59.493,33,3722
3/31/21,Austria,58.719,31,3667
4/1/21,Austria,59.051,29,3612
4/2/21,Austria,59.382,29,3558
4/3/21,Austria,58.94,37,3851
4/4/21,Austria,62.147,15,4144
4/5/21,Austria,63.032,33,4437
4/6/21,Austria,64.469,35,4731
4/7/21,Austria,64.469,29,5024
4/8/21,Austria,64.027,40,5317
4/9/21,Austria,64.359,38,5610
4/10/21,Austria,64.58,38,5658
4/11/21,Austria,66.239,25,5705
4/12/21,Austria,68.008,19,5753
4/13/21,Austria,65.907,42,5800
4/14/21,Austria,65.133,31,5848
4/15/21,Austria,63.142,34,5896
4/16/21,Austria,61.926,30,5943
4/17/21,Austria,60.709,27,5893
4/18/21,Austria,60.378,28,5842
4/19/21,Austria,62.811,24,5792
4/20/21,Austria,62.036,37,5742
4/21/21,Austria,60.931,38,5691
4/22/21,Austria,57.613,29,5641
4/23/21,Austria,57.281,29,5590
4/24/21,Austria,56.176,15,5603
4/25/21,Austria,57.613,17,5616
4/26/21,Austria,57.503,11,5629
4/27/21,Austria,57.613,28,5642
4/28/21,Austria,57.392,26,5654
4/29/21,Austria,54.075,27,5667
4/30/21,Austria,55.954,26,5680
5/1/21,Austria,53.3,28,5894
5/2/21,Austria,52.637,12,6109
5/3/21,Austria,53.632,15,6323
5/4/21,Austria,51.199,31,6538
5/5/21,Austria,48.656,20,6752
5/6/21,Austria,47.661,22,6967
5/7/21,Austria,46.666,18,7181
5/8/21,Austria,44.896,23,7119
5/9/21,Austria,45.228,8,7058
5/10/21,Austria,42.574,10,6997
5/11/21,Austria,39.588,21,6935
5/12/21,Austria,37.266,15,6874
5/13/21,Austria,34.944,16,6812
5/14/21,Austria,35.607,11,6751
5/15/21,Austria,34.833,15,7015
5/16/21,Austria,31.516,4,7280
5/17/21,Austria,32.069,6,7545
5/18/21,Austria,30.742,19,7809
5/19/21,Austria,29.415,9,8074
5/20/21,Austria,27.535,19,8338
5/21/21,Austria,25.876,7,8603
5/22/21,Austria,26.208,7,8485
5/23/21,Austria,26.208,5,8367
5/24/21,Austria,24.77,1,8249
5/25/21,Austria,24.328,4,8130
5/26/21,Austria,21.895,15,8012
5/27/21,Austria,21.232,7,7894
5/28/21,Austria,18.91,15,7776
5/29/21,Austria,18.025,4,7980
5/30/21,Austria,16.477,4,8184
5/31/21,Austria,16.808,7,8389
6/1/21,Austria,16.256,12,8593
6/2/21,Austria,15.039,6,8797
6/3/21,Austria,14.154,6,9001
6/4/21,Austria,12.717,4,9206
6/5/21,Austria,16.587,5,9325
6/6/21,Austria,15.924,3,9445
6/7/21,Austria,16.145,1,9565
6/8/21,Austria,14.044,7,9684
6/9/21,Austria,13.491,3,9804
6/10/21,Austria,12.496,0,9924
6/11/21,Austria,10.726,2,10043
6/12/21,Austria,10.948,0,9955
6/13/21,Austria,10.948,9,9867
6/14/21,Austria,10.837,1,9779
6/15/21,Austria,10.395,6,9691
6/16/21,Austria,10.174,3,9603
6/17/21,Austria,9.51,3,9514
6/18/21,Austria,9.289,3,9426
6/19/21,Austria,9.178,2,9469
6/20/21,Austria,9.289,1,9512
6/21/21,Austria,8.847,0,9556
6/22/21,Austria,8.072,4,9599
6/23/21,Austria,7.741,2,9642
6/24/21,Austria,7.851,11,9685
6/25/21,Austria,7.52,3,9728
6/26/21,Austria,8.072,-1,9745
6/27/21,Austria,6.967,1,9762
6/28/21,Austria,6.745,1,9779
6/29/21,Austria,6.193,-1,9795
6/30/21,Austria,6.635,2,9812
7/1/21,Austria,5.861,4,9829
7/2/21,Austria,5.419,3,9846
7/3/21,Austria,5.087,0,9566
7/4/21,Austria,5.087,0,9286
7/5/21,Austria,4.976,4,9006
7/6/21,Austria,5.087,5,8726
7/7/21,Austria,5.087,1,8446
7/8/21,Austria,4.644,2,8166
7/9/21,Austria,4.644,1,7886
7/10/21,Austria,4.644,1,7715
7/11/21,Austria,4.092,0,7545
7/12/21,Austria,3.87,0,7374
7/13/21,Austria,4.092,1,7204
7/14/21,Austria,3.539,2,7033
7/15/21,Austria,3.87,1,6863
7/16/21,Austria,4.092,1,6692
7/17/21,Austria,3.87,0,6575
7/18/21,Austria,3.428,1,6458
7/19/21,Austria,3.649,0,6341
7/20/21,Austria,4.423,0,6224
7/21/21,Austria,3.317,0,6107
7/22/21,Austria,2.875,1,5990
7/23/21,Austria,2.875,0,5872
7/24/21,Austria,2.986,1,5730
7/25/21,Austria,2.875,0,5588
7/26/21,Austria,3.539,1,5446
7/27/21,Austria,4.534,5,5304
7/28/21,Austria,4.202,0,5162
7/29/21,Austria,4.423,0,5019
7/30/21,Austria,4.092,0,4877
7/31/21,Austria,3.649,0,4780
8/1/21,Austria,3.317,1,4683
8/2/21,Austria,3.428,1,4586
8/3/21,Austria,3.87,3,4490
8/4/21,Austria,3.428,2,4393
8/5/21,Austria,4.202,1,4296
8/6/21,Austria,3.76,3,4199
8/7/21,Austria,4.534,2,4009
8/8/21,Austria,4.866,0,3819
8/9/21,Austria,4.423,0,3629
8/10/21,Austria,5.087,1,3439
8/11/21,Austria,5.308,1,3249
8/12/21,Austria,5.419,1,3060
8/13/21,Austria,5.419,0,2870
8/14/21,Austria,5.861,1,2801
8/15/21,Austria,6.414,2,2732
8/16/21,Austria,7.077,1,2662
8/17/21,Austria,6.635,0,2593
8/18/21,Austria,6.856,0,2524
8/19/21,Austria,7.52,3,2455
8/20/21,Austria,7.63,1,2386
8/21/21,Austria,7.851,0,2266
8/22/21,Austria,8.072,1,2146
8/23/21,Austria,8.183,1,2026
8/24/21,Austria,9.51,5,1905
8/25/21,Austria,9.731,2,1785
8/26/21,Austria,10.395,2,1665
8/27/21,Austria,11.611,4,1544
8/28/21,Austria,12.164,1,1527
8/29/21,Austria,12.496,4,1509
8/30/21,Austria,13.712,1,1491
8/31/21,Austria,14.707,-10,1474
9/1/21,Austria,15.592,3,1456
9/2/21,Austria,15.813,3,1439
9/3/21,Austria,16.919,7,1421
9/4/21,Austria,17.03,5,1423
9/5/21,Austria,17.361,3,1426
9/6/21,Austria,18.91,8,1428
9/7/21,Austria,19.02,11,1431
9/8/21,Austria,20.789,3,1434
9/9/21,Austria,20.568,7,1436
9/10/21,Austria,20.015,10,1439
9/11/21,Austria,19.131,5,1475
9/12/21,Austria,20.126,2,1511
9/13/21,Austria,20.9,1,1547
9/14/21,Austria,22.227,9,1583
9/15/21,Austria,21.674,7,1619
9/16/21,Austria,22.338,14,1655
9/17/21,Austria,22.89,12,1691
9/18/21,Austria,23.554,7,1700
9/19/21,Austria,23.996,6,1709
9/20/21,Austria,24.328,1,1719
9/21/21,Austria,23.886,22,1728
9/22/21,Austria,24.107,15,1737
9/23/21,Austria,24.217,10,1747
9/24/21,Austria,24.881,10,1756
9/25/21,Austria,24.881,8,1758
9/26/21,Austria,24.881,8,1761
9/27/21,Austria,27.093,7,1763
9/28/21,Austria,26.429,10,1765
9/29/21,Austria,24.549,12,1768
9/30/21,Austria,24.549,11,1770
10/1/21,Austria,24.328,5,1773
10/2/21,Austria,24.439,7,1833
10/3/21,Austria,24.66,5,1892
10/4/21,Austria,24.549,8,1952
